No of locations: 20
Threshold: 150
No of supply centers: 3
No of large vehicles at the supply centres: 1
No of small vehicles at supply centres: 2
X: 20
Capacity of Large vehicle: 100
loc 1: (7,65) resources: 60 large vehicles: 0 small vehicles: 1
damage(40,83): 1
damage(40,84): 2
damage(40,85): 2
damage(40,86): 2
damage(40,87): 2
damage(40,88): 0
damage(40,89): 0
damage(40,90): 0
damage(40,91): 1
damage(40,92): 2
damage(40,93): 2
damage(40,94): 0
damage(40,95): 2
damage(40,96): 2
damage(40,97): 0
damage(40,98): 0
damage(40,99): 2
damage(41,0): 2
damage(41,1): 0
damage(41,2): 1
damage(41,3): 2
damage(41,4): 2
damage(41,5): 0
damage(41,6): 1
damage(41,7): 2
damage(41,8): 0
damage(41,9): 0
damage(41,10): 1
damage(41,11): 0
damage(41,12): 1
damage(41,13): 2
damage(41,14): 1
damage(41,15): 0
damage(41,16): 2
damage(41,17): 2
damage(41,18): 0
damage(41,19): 2
damage(41,20): 2
damage(41,21): 0
damage(41,22): 1
damage(41,23): 2
damage(41,24): 2
damage(41,25): 2
damage(41,26): 1
damage(41,27): 2
damage(41,28): 0
damage(41,29): 1
damage(41,30): 1
damage(41,31): 0
damage(41,32): 0
damage(41,33): 0
damage(41,34): 0
damage(41,35): 0
damage(41,36): 1
damage(41,37): 2
damage(41,38): 0
damage(41,39): 0
damage(41,40): 2
damage(41,41): 1
damage(41,42): 0
damage(41,43): 0
damage(41,44): 1
damage(41,45): 2
damage(41,46): 2
damage(41,47): 0
damage(41,48): 1
damage(41,49): 2
damage(41,50): 0
damage(41,51): 0
damage(41,52): 1
damage(41,53): 1
damage(41,54): 0
damage(41,55): 1
damage(41,56): 1
damage(41,57): 2
damage(41,58): 1
damage(41,59): 2
damage(41,60): 1
damage(41,61): 1
damage(41,62): 2
damage(41,63): 2
damage(41,64): 2
damage(41,65): 0
damage(41,66): 0
damage(41,67): 0
damage(41,68): 2
damage(41,69): 0
damage(41,70): 0
damage(41,71): 2
damage(41,72): 0
damage(41,73): 1
damage(41,74): 0
damage(41,75): 1
damage(41,76): 1
damage(41,77): 2
damage(41,78): 0
damage(41,79): 2
damage(41,80): 0
damage(41,81): 0
damage(41,82): 1
damage(41,83): 1
damage(41,84): 2
damage(41,85): 2
damage(41,86): 0
damage(41,87): 1
damage(41,88): 1
damage(41,89): 2
damage(41,90): 0
damage(41,91): 0
damage(41,92): 0
damage(41,93): 0
damage(41,94): 0
damage(41,95): 2
damage(41,96): 1
damage(41,97): 0
damage(41,98): 0
damage(41,99): 1
damage(42,0): 1
damage(42,1): 2
damage(42,2): 1
damage(42,3): 2
damage(42,4): 0
damage(42,5): 2
damage(42,6): 0
damage(42,7): 2
damage(42,8): 2
damage(42,9): 0
damage(42,10): 0
damage(42,11): 2
damage(42,12): 2
damage(42,13): 2
damage(42,14): 1
damage(42,15): 1
damage(42,16): 2
damage(42,17): 0
damage(42,18): 0
damage(42,19): 0
damage(42,20): 2
damage(42,21): 1
damage(42,22): 2
damage(42,23): 0
damage(42,24): 2
damage(42,25): 2
damage(42,26): 2
damage(42,27): 0
damage(42,28): 1
damage(42,29): 0
damage(42,30): 0
damage(42,31): 0
damage(42,32): 2
damage(42,33): 1
damage(42,34): 2
damage(42,35): 1
damage(42,36): 1
damage(42,37): 2
damage(42,38): 0
damage(42,39): 1
damage(42,40): 1
damage(42,41): 1
damage(42,42): 1
damage(42,43): 0
damage(42,44): 0
damage(42,45): 1
damage(42,46): 2
damage(42,47): 2
damage(42,48): 2
damage(42,49): 0
damage(42,50): 1
damage(42,51): 1
damage(42,52): 1
damage(42,53): 0
damage(42,54): 1
damage(42,55): 0
damage(42,56): 0
damage(42,57): 1
damage(42,58): 2
damage(42,59): 1
damage(42,60): 1
damage(42,61): 0
damage(42,62): 1
damage(42,63): 2
damage(42,64): 1
damage(42,65): 0
damage(42,66): 0
damage(42,67): 1
damage(42,68): 1
damage(42,69): 1
damage(42,70): 0
damage(42,71): 2
damage(42,72): 0
damage(42,73): 2
damage(42,74): 0
damage(42,75): 1
damage(42,76): 1
damage(42,77): 2
damage(42,78): 2
damage(42,79): 0
damage(42,80): 2
damage(42,81): 0
damage(42,82): 1
damage(42,83): 1
damage(42,84): 1
damage(42,85): 0
damage(42,86): 1
damage(42,87): 1
damage(42,88): 2
damage(42,89): 1
damage(42,90): 0
damage(42,91): 2
damage(42,92): 1
damage(42,93): 2
damage(42,94): 1
damage(42,95): 1
damage(42,96): 0
damage(42,97): 2
damage(42,98): 2
damage(42,99): 2
damage(43,0): 1
damage(43,1): 2
damage(43,2): 2
damage(43,3): 1
damage(43,4): 2
damage(43,5): 2
damage(43,6): 1
damage(43,7): 1
damage(43,8): 2
damage(43,9): 0
damage(43,10): 1
damage(43,11): 1
damage(43,12): 0
damage(43,13): 1
damage(43,14): 0
damage(43,15): 1
damage(43,16): 1
damage(43,17): 2
damage(43,18): 0
damage(43,19): 2
damage(43,20): 1
damage(43,21): 1
damage(43,22): 1
damage(43,23): 0
damage(43,24): 1
damage(43,25): 2
damage(43,26): 1
damage(43,27): 2
damage(43,28): 2
damage(43,29): 1
damage(43,30): 1
damage(43,31): 0
damage(43,32): 1
damage(43,33): 1
damage(43,34): 0
damage(43,35): 1
damage(43,36): 0
damage(43,37): 1
damage(43,38): 2
damage(43,39): 2
damage(43,40): 2
damage(43,41): 0
damage(43,42): 1
damage(43,43): 2
damage(43,44): 1
damage(43,45): 1
damage(43,46): 1
damage(43,47): 1
damage(43,48): 0
damage(43,49): 2
damage(43,50): 0
damage(43,51): 2
damage(43,52): 1
damage(43,53): 1
damage(43,54): 0
damage(43,55): 0
damage(43,56): 1
damage(43,57): 2
damage(43,58): 2
damage(43,59): 0
damage(43,60): 1
damage(43,61): 1
damage(43,62): 1
damage(43,63): 2
damage(43,64): 2
damage(43,65): 1
damage(43,66): 1
damage(43,67): 0
damage(43,68): 0
damage(43,69): 0
damage(43,70): 0
damage(43,71): 2
damage(43,72): 1
damage(43,73): 1
damage(43,74): 2
damage(43,75): 0
damage(43,76): 0
damage(43,77): 1
damage(43,78): 2
damage(43,79): 1
damage(43,80): 1
damage(43,81): 2
damage(43,82): 2
damage(43,83): 2
damage(43,84): 1
damage(43,85): 0
damage(43,86): 0
damage(43,87): 2
damage(43,88): 2
damage(43,89): 2
damage(43,90): 0
damage(43,91): 1
damage(43,92): 1
damage(43,93): 2
damage(43,94): 2
damage(43,95): 1
damage(43,96): 1
damage(43,97): 0
damage(43,98): 2
damage(43,99): 2
damage(44,0): 2
damage(44,1): 2
damage(44,2): 1
damage(44,3): 1
damage(44,4): 1
damage(44,5): 1
damage(44,6): 1
damage(44,7): 2
damage(44,8): 2
damage(44,9): 2
damage(44,10): 1
damage(44,11): 0
damage(44,12): 1
damage(44,13): 0
damage(44,14): 0
damage(44,15): 1
damage(44,16): 1
damage(44,17): 0
damage(44,18): 1
damage(44,19): 1
damage(44,20): 0
damage(44,21): 2
damage(44,22): 0
damage(44,23): 2
damage(44,24): 2
damage(44,25): 0
damage(44,26): 1
damage(44,27): 0
damage(44,28): 1
damage(44,29): 0
damage(44,30): 2
damage(44,31): 0
damage(44,32): 0
damage(44,33): 1
damage(44,34): 2
damage(44,35): 2
damage(44,36): 0
damage(44,37): 0
damage(44,38): 1
damage(44,39): 0
damage(44,40): 2
damage(44,41): 1
damage(44,42): 1
damage(44,43): 2
damage(44,44): 2
damage(44,45): 2
damage(44,46): 0
damage(44,47): 1
damage(44,48): 1
damage(44,49): 2
damage(44,50): 0
damage(44,51): 2
damage(44,52): 1
damage(44,53): 0
damage(44,54): 0
damage(44,55): 1
damage(44,56): 2
damage(44,57): 1
damage(44,58): 0
damage(44,59): 0
damage(44,60): 0
damage(44,61): 2
damage(44,62): 1
damage(44,63): 1
damage(44,64): 1
damage(44,65): 0
damage(44,66): 1
damage(44,67): 2
damage(44,68): 1
damage(44,69): 0
damage(44,70): 0
damage(44,71): 2
damage(44,72): 2
damage(44,73): 2
damage(44,74): 2
damage(44,75): 2
damage(44,76): 2
damage(44,77): 2
damage(44,78): 0
damage(44,79): 0
damage(44,80): 1
damage(44,81): 0
damage(44,82): 1
damage(44,83): 1
damage(44,84): 1
damage(44,85): 1
damage(44,86): 0
damage(44,87): 0
damage(44,88): 0
damage(44,89): 0
damage(44,90): 1
damage(44,91): 1
damage(44,92): 1
damage(44,93): 0
damage(44,94): 0
damage(44,95): 0
damage(44,96): 1
damage(44,97): 2
damage(44,98): 0
damage(44,99): 0
damage(45,0): 0
damage(45,1): 1
damage(45,2): 0
damage(45,3): 0
damage(45,4): 0
damage(45,5): 2
damage(45,6): 2
damage(45,7): 2
damage(45,8): 2
damage(45,9): 2
damage(45,10): 1
damage(45,11): 1
damage(45,12): 0
damage(45,13): 2
damage(45,14): 0
damage(45,15): 2
damage(45,16): 1
damage(45,17): 1
damage(45,18): 0
damage(45,19): 2
damage(45,20): 2
damage(45,21): 1
damage(45,22): 1
damage(45,23): 1
damage(45,24): 0
damage(45,25): 1
damage(45,26): 2
damage(45,27): 1
damage(45,28): 1
damage(45,29): 0
damage(45,30): 2
damage(45,31): 1
damage(45,32): 1
damage(45,33): 2
damage(45,34): 1
damage(45,35): 2
damage(45,36): 2
damage(45,37): 1
damage(45,38): 2
damage(45,39): 2
damage(45,40): 0
damage(45,41): 0
damage(45,42): 1
damage(45,43): 1
damage(45,44): 0
damage(45,45): 2
damage(45,46): 1
damage(45,47): 1
damage(45,48): 1
damage(45,49): 2
damage(45,50): 1
damage(45,51): 1
damage(45,52): 0
damage(45,53): 0
damage(45,54): 2
damage(45,55): 1
damage(45,56): 1
damage(45,57): 2
damage(45,58): 0
damage(45,59): 0
damage(45,60): 0
damage(45,61): 2
damage(45,62): 1
damage(45,63): 2
damage(45,64): 0
damage(45,65): 0
damage(45,66): 1
damage(45,67): 0
damage(45,68): 1
damage(45,69): 1
damage(45,70): 0
damage(45,71): 0
damage(45,72): 1
damage(45,73): 2
damage(45,74): 2
damage(45,75): 0
damage(45,76): 1
damage(45,77): 0
damage(45,78): 2
damage(45,79): 0
damage(45,80): 0
damage(45,81): 1
damage(45,82): 2
damage(45,83): 2
damage(45,84): 1
damage(45,85): 2
damage(45,86): 0
damage(45,87): 0
damage(45,88): 0
damage(45,89): 0
damage(45,90): 0
damage(45,91): 0
damage(45,92): 1
damage(45,93): 2
damage(45,94): 0
damage(45,95): 2
damage(45,96): 0
damage(45,97): 2
damage(45,98): 2
damage(45,99): 2
damage(46,0): 0
damage(46,1): 0
damage(46,2): 0
damage(46,3): 0
damage(46,4): 2
damage(46,5): 0
damage(46,6): 0
damage(46,7): 2
damage(46,8): 1
damage(46,9): 0
damage(46,10): 2
damage(46,11): 2
damage(46,12): 2
damage(46,13): 1
damage(46,14): 1
damage(46,15): 0
damage(46,16): 1
damage(46,17): 1
damage(46,18): 1
damage(46,19): 1
damage(46,20): 0
damage(46,21): 1
damage(46,22): 2
damage(46,23): 2
damage(46,24): 1
damage(46,25): 0
damage(46,26): 1
damage(46,27): 1
damage(46,28): 2
damage(46,29): 1
damage(46,30): 2
damage(46,31): 0
damage(46,32): 0
damage(46,33): 2
damage(46,34): 1
damage(46,35): 0
damage(46,36): 2
damage(46,37): 2
damage(46,38): 2
damage(46,39): 2
damage(46,40): 2
damage(46,41): 1
damage(46,42): 1
damage(46,43): 1
damage(46,44): 0
damage(46,45): 0
damage(46,46): 0
damage(46,47): 0
damage(46,48): 1
damage(46,49): 1
damage(46,50): 1
damage(46,51): 2
damage(46,52): 0
damage(46,53): 1
damage(46,54): 1
damage(46,55): 0
damage(46,56): 1
damage(46,57): 0
damage(46,58): 2
damage(46,59): 1
damage(46,60): 2
damage(46,61): 1
damage(46,62): 2
damage(46,63): 0
damage(46,64): 1
damage(46,65): 0
damage(46,66): 0
damage(46,67): 1
damage(46,68): 2
damage(46,69): 0
damage(46,70): 0
damage(46,71): 2
damage(46,72): 2
damage(46,73): 2
damage(46,74): 2
damage(46,75): 1
damage(46,76): 2
damage(46,77): 2
damage(46,78): 1
damage(46,79): 2
damage(46,80): 1
damage(46,81): 2
damage(46,82): 2
damage(46,83): 1
damage(46,84): 1
damage(46,85): 1
damage(46,86): 2
damage(46,87): 0
damage(46,88): 1
damage(46,89): 2
damage(46,90): 1
damage(46,91): 1
damage(46,92): 1
damage(46,93): 0
damage(46,94): 1
damage(46,95): 0
damage(46,96): 1
damage(46,97): 2
damage(46,98): 2
damage(46,99): 1
damage(47,0): 0
damage(47,1): 0
damage(47,2): 2
damage(47,3): 2
damage(47,4): 1
damage(47,5): 1
damage(47,6): 0
damage(47,7): 1
damage(47,8): 0
damage(47,9): 2
damage(47,10): 0
damage(47,11): 1
damage(47,12): 0
damage(47,13): 1
damage(47,14): 0
damage(47,15): 2
damage(47,16): 2
damage(47,17): 0
damage(47,18): 2
damage(47,19): 1
damage(47,20): 0
damage(47,21): 2
damage(47,22): 1
damage(47,23): 1
damage(47,24): 0
damage(47,25): 2
damage(47,26): 2
damage(47,27): 2
damage(47,28): 2
damage(47,29): 2
damage(47,30): 1
damage(47,31): 2
damage(47,32): 2
damage(47,33): 0
damage(47,34): 0
damage(47,35): 1
damage(47,36): 1
damage(47,37): 1
damage(47,38): 0
damage(47,39): 1
damage(47,40): 1
damage(47,41): 1
damage(47,42): 0
damage(47,43): 1
damage(47,44): 2
damage(47,45): 1
damage(47,46): 0
damage(47,47): 2
damage(47,48): 2
damage(47,49): 2
damage(47,50): 1
damage(47,51): 2
damage(47,52): 2
damage(47,53): 2
damage(47,54): 0
damage(47,55): 0
damage(47,56): 2
damage(47,57): 0
damage(47,58): 2
damage(47,59): 0
damage(47,60): 2
damage(47,61): 0
damage(47,62): 0
damage(47,63): 0
damage(47,64): 2
damage(47,65): 0
damage(47,66): 1
damage(47,67): 0
damage(47,68): 2
damage(47,69): 1
damage(47,70): 0
damage(47,71): 1
damage(47,72): 1
damage(47,73): 0
damage(47,74): 2
damage(47,75): 0
damage(47,76): 1
damage(47,77): 0
damage(47,78): 0
damage(47,79): 0
damage(47,80): 0
damage(47,81): 2
damage(47,82): 0
damage(47,83): 0
damage(47,84): 2
damage(47,85): 2
damage(47,86): 0
damage(47,87): 1
damage(47,88): 2
damage(47,89): 0
damage(47,90): 2
damage(47,91): 2
damage(47,92): 1
damage(47,93): 0
damage(47,94): 2
damage(47,95): 0
damage(47,96): 1
damage(47,97): 1
damage(47,98): 1
damage(47,99): 1
damage(48,0): 1
damage(48,1): 2
damage(48,2): 2
damage(48,3): 2
damage(48,4): 2
damage(48,5): 1
damage(48,6): 0
damage(48,7): 2
damage(48,8): 2
damage(48,9): 0
damage(48,10): 0
damage(48,11): 0
damage(48,12): 0
damage(48,13): 1
damage(48,14): 0
damage(48,15): 2
damage(48,16): 0
damage(48,17): 1
damage(48,18): 2
damage(48,19): 2
damage(48,20): 1
damage(48,21): 1
damage(48,22): 2
damage(48,23): 2
damage(48,24): 2
damage(48,25): 2
damage(48,26): 0
damage(48,27): 1
damage(48,28): 2
damage(48,29): 2
damage(48,30): 2
damage(48,31): 0
damage(48,32): 1
damage(48,33): 2
damage(48,34): 2
damage(48,35): 1
damage(48,36): 1
damage(48,37): 2
damage(48,38): 0
damage(48,39): 1
damage(48,40): 1
damage(48,41): 1
damage(48,42): 2
damage(48,43): 2
damage(48,44): 0
damage(48,45): 0
damage(48,46): 2
damage(48,47): 1
damage(48,48): 1
damage(48,49): 2
damage(48,50): 1
damage(48,51): 2
damage(48,52): 0
damage(48,53): 1
damage(48,54): 1
damage(48,55): 0
damage(48,56): 1
damage(48,57): 1
damage(48,58): 1
damage(48,59): 0
damage(48,60): 0
damage(48,61): 1
damage(48,62): 0
damage(48,63): 2
damage(48,64): 0
damage(48,65): 0
damage(48,66): 1
damage(48,67): 0
damage(48,68): 1
damage(48,69): 2
damage(48,70): 2
damage(48,71): 0
damage(48,72): 0
damage(48,73): 1
damage(48,74): 2
damage(48,75): 1
damage(48,76): 1
damage(48,77): 2
damage(48,78): 2
damage(48,79): 2
damage(48,80): 1
damage(48,81): 1
damage(48,82): 1
damage(48,83): 0
damage(48,84): 0
damage(48,85): 2
damage(48,86): 0
damage(48,87): 2
damage(48,88): 2
damage(48,89): 2
damage(48,90): 0
damage(48,91): 0
damage(48,92): 0
damage(48,93): 1
damage(48,94): 0
damage(48,95): 2
damage(48,96): 2
damage(48,97): 2
damage(48,98): 0
damage(48,99): 1
damage(49,0): 1
damage(49,1): 2
damage(49,2): 1
damage(49,3): 0
damage(49,4): 0
damage(49,5): 1
damage(49,6): 1
damage(49,7): 2
damage(49,8): 2
damage(49,9): 2
damage(49,10): 1
damage(49,11): 0
damage(49,12): 1
damage(49,13): 0
damage(49,14): 1
damage(49,15): 1
damage(49,16): 0
damage(49,17): 2
damage(49,18): 0
damage(49,19): 2
damage(49,20): 1
damage(49,21): 1
damage(49,22): 1
damage(49,23): 0
damage(49,24): 0
damage(49,25): 2
damage(49,26): 0
damage(49,27): 0
damage(49,28): 1
damage(49,29): 0
damage(49,30): 1
damage(49,31): 2
damage(49,32): 2
damage(49,33): 0
damage(49,34): 0
damage(49,35): 0
damage(49,36): 2
damage(49,37): 2
damage(49,38): 2
damage(49,39): 1
damage(49,40): 2
damage(49,41): 0
damage(49,42): 0
damage(49,43): 0
damage(49,44): 1
damage(49,45): 1
damage(49,46): 2
damage(49,47): 1
damage(49,48): 1
damage(49,49): 2
damage(49,50): 2
damage(49,51): 0
damage(49,52): 2
damage(49,53): 1
damage(49,54): 0
damage(49,55): 2
damage(49,56): 0
damage(49,57): 1
damage(49,58): 2
damage(49,59): 1
damage(49,60): 1
damage(49,61): 1
damage(49,62): 1
damage(49,63): 1
damage(49,64): 2
damage(49,65): 0
damage(49,66): 1
damage(49,67): 1
damage(49,68): 0
damage(49,69): 0
damage(49,70): 0
damage(49,71): 2
damage(49,72): 1
damage(49,73): 0
damage(49,74): 2
damage(49,75): 0
damage(49,76): 1
damage(49,77): 1
damage(49,78): 2
damage(49,79): 0
damage(49,80): 1
damage(49,81): 2
damage(49,82): 1
damage(49,83): 0
damage(49,84): 0
damage(49,85): 1
damage(49,86): 0
damage(49,87): 1
damage(49,88): 1
damage(49,89): 0
damage(49,90): 2
damage(49,91): 2
damage(49,92): 1
damage(49,93): 1
damage(49,94): 2
damage(49,95): 0
damage(49,96): 2
damage(49,97): 0
damage(49,98): 2
damage(49,99): 2
damage(50,0): 2
damage(50,1): 0
damage(50,2): 1
damage(50,3): 1
damage(50,4): 1
damage(50,5): 1
damage(50,6): 2
damage(50,7): 2
damage(50,8): 2
damage(50,9): 2
damage(50,10): 0
damage(50,11): 2
damage(50,12): 2
damage(50,13): 1
damage(50,14): 2
damage(50,15): 0
damage(50,16): 0
damage(50,17): 1
damage(50,18): 1
damage(50,19): 2
damage(50,20): 1
damage(50,21): 1
damage(50,22): 0
damage(50,23): 0
damage(50,24): 2
damage(50,25): 2
damage(50,26): 1
damage(50,27): 0
damage(50,28): 0
damage(50,29): 1
damage(50,30): 2
damage(50,31): 2
damage(50,32): 2
damage(50,33): 1
damage(50,34): 2
damage(50,35): 0
damage(50,36): 0
damage(50,37): 1
damage(50,38): 0
damage(50,39): 0
damage(50,40): 1
damage(50,41): 1
damage(50,42): 0
damage(50,43): 0
damage(50,44): 0
damage(50,45): 0
damage(50,46): 0
damage(50,47): 1
damage(50,48): 1
damage(50,49): 1
damage(50,50): 1
damage(50,51): 0
damage(50,52): 0
damage(50,53): 1
damage(50,54): 1
damage(50,55): 0
damage(50,56): 1
damage(50,57): 0
damage(50,58): 0
damage(50,59): 1
damage(50,60): 2
damage(50,61): 0
damage(50,62): 2
damage(50,63): 1
damage(50,64): 2
damage(50,65): 1
damage(50,66): 2
damage(50,67): 2
damage(50,68): 0
damage(50,69): 0
damage(50,70): 0
damage(50,71): 1
damage(50,72): 2
damage(50,73): 0
damage(50,74): 2
damage(50,75): 0
damage(50,76): 1
damage(50,77): 0
damage(50,78): 1
damage(50,79): 0
damage(50,80): 2
damage(50,81): 0
damage(50,82): 0
damage(50,83): 2
damage(50,84): 2
damage(50,85): 2
damage(50,86): 2
damage(50,87): 0
damage(50,88): 0
damage(50,89): 0
damage(50,90): 2
damage(50,91): 2
damage(50,92): 0
damage(50,93): 2
damage(50,94): 1
damage(50,95): 2
damage(50,96): 0
damage(50,97): 1
damage(50,98): 1
damage(50,99): 1
damage(51,0): 2
damage(51,1): 2
damage(51,2): 2
damage(51,3): 1
damage(51,4): 0
damage(51,5): 2
damage(51,6): 1
damage(51,7): 1
damage(51,8): 2
damage(51,9): 1
damage(51,10): 2
damage(51,11): 1
damage(51,12): 1
damage(51,13): 0
damage(51,14): 0
damage(51,15): 1
damage(51,16): 0
damage(51,17): 2
damage(51,18): 1
damage(51,19): 1
damage(51,20): 0
damage(51,21): 1
damage(51,22): 1
damage(51,23): 0
damage(51,24): 1
damage(51,25): 2
damage(51,26): 0
damage(51,27): 1
damage(51,28): 2
damage(51,29): 2
damage(51,30): 2
damage(51,31): 1
damage(51,32): 2
damage(51,33): 2
damage(51,34): 0
damage(51,35): 2
damage(51,36): 2
damage(51,37): 2
damage(51,38): 2
damage(51,39): 1
damage(51,40): 0
damage(51,41): 2
damage(51,42): 0
damage(51,43): 0
damage(51,44): 0
damage(51,45): 0
damage(51,46): 1
damage(51,47): 0
damage(51,48): 1
damage(51,49): 0
damage(51,50): 2
damage(51,51): 1
damage(51,52): 0
damage(51,53): 0
damage(51,54): 0
damage(51,55): 1
damage(51,56): 0
damage(51,57): 0
damage(51,58): 1
damage(51,59): 0
damage(51,60): 0
damage(51,61): 1
damage(51,62): 1
damage(51,63): 0
damage(51,64): 2
damage(51,65): 2
damage(51,66): 0
damage(51,67): 1
damage(51,68): 0
damage(51,69): 0
damage(51,70): 0
damage(51,71): 0
damage(51,72): 2
damage(51,73): 1
damage(51,74): 0
damage(51,75): 2
damage(51,76): 0
damage(51,77): 2
damage(51,78): 1
damage(51,79): 1
damage(51,80): 1
damage(51,81): 0
damage(51,82): 0
damage(51,83): 1
damage(51,84): 2
damage(51,85): 1
damage(51,86): 0
damage(51,87): 0
damage(51,88): 2
damage(51,89): 2
damage(51,90): 0
damage(51,91): 0
damage(51,92): 1
damage(51,93): 1
damage(51,94): 1
damage(51,95): 0
damage(51,96): 2
damage(51,97): 2
damage(51,98): 2
damage(51,99): 2
damage(52,0): 2
damage(52,1): 0
damage(52,2): 2
damage(52,3): 2
damage(52,4): 2
damage(52,5): 1
damage(52,6): 2
damage(52,7): 2
damage(52,8): 1
damage(52,9): 1
damage(52,10): 1
damage(52,11): 2
damage(52,12): 0
damage(52,13): 1
damage(52,14): 1
damage(52,15): 2
damage(52,16): 0
damage(52,17): 0
damage(52,18): 2
damage(52,19): 0
damage(52,20): 2
damage(52,21): 2
damage(52,22): 0
damage(52,23): 0
damage(52,24): 1
damage(52,25): 1
damage(52,26): 1
damage(52,27): 0
damage(52,28): 0
damage(52,29): 2
damage(52,30): 2
damage(52,31): 0
damage(52,32): 2
damage(52,33): 0
damage(52,34): 2
damage(52,35): 1
damage(52,36): 2
damage(52,37): 2
damage(52,38): 1
damage(52,39): 0
damage(52,40): 0
damage(52,41): 2
damage(52,42): 1
damage(52,43): 0
damage(52,44): 2
damage(52,45): 2
damage(52,46): 0
damage(52,47): 0
damage(52,48): 2
damage(52,49): 2
damage(52,50): 0
damage(52,51): 2
damage(52,52): 1
damage(52,53): 1
damage(52,54): 0
damage(52,55): 0
damage(52,56): 0
damage(52,57): 0
damage(52,58): 1
damage(52,59): 1
damage(52,60): 2
damage(52,61): 1
damage(52,62): 0
damage(52,63): 2
damage(52,64): 1
damage(52,65): 2
damage(52,66): 2
damage(52,67): 0
damage(52,68): 2
damage(52,69): 0
damage(52,70): 1
damage(52,71): 1
damage(52,72): 0
damage(52,73): 2
damage(52,74): 2
damage(52,75): 0
damage(52,76): 2
damage(52,77): 0
damage(52,78): 0
damage(52,79): 2
damage(52,80): 0
damage(52,81): 0
damage(52,82): 2
damage(52,83): 0
damage(52,84): 1
damage(52,85): 0
damage(52,86): 1
damage(52,87): 2
damage(52,88): 1
damage(52,89): 2
damage(52,90): 2
damage(52,91): 1
damage(52,92): 0
damage(52,93): 0
damage(52,94): 0
damage(52,95): 2
damage(52,96): 0
damage(52,97): 2
damage(52,98): 0
damage(52,99): 0
damage(53,0): 0
damage(53,1): 0
damage(53,2): 2
damage(53,3): 1
damage(53,4): 2
damage(53,5): 2
damage(53,6): 1
damage(53,7): 2
damage(53,8): 0
damage(53,9): 1
damage(53,10): 0
damage(53,11): 1
damage(53,12): 2
damage(53,13): 2
damage(53,14): 1
damage(53,15): 1
damage(53,16): 0
damage(53,17): 2
damage(53,18): 2
damage(53,19): 1
damage(53,20): 1
damage(53,21): 2
damage(53,22): 2
damage(53,23): 0
damage(53,24): 2
damage(53,25): 0
damage(53,26): 0
damage(53,27): 2
damage(53,28): 0
damage(53,29): 0
damage(53,30): 0
damage(53,31): 0
damage(53,32): 1
damage(53,33): 0
damage(53,34): 2
damage(53,35): 1
damage(53,36): 0
damage(53,37): 1
damage(53,38): 1
damage(53,39): 0
damage(53,40): 0
damage(53,41): 1
damage(53,42): 2
damage(53,43): 2
damage(53,44): 1
damage(53,45): 0
damage(53,46): 2
damage(53,47): 2
damage(53,48): 0
damage(53,49): 2
damage(53,50): 1
damage(53,51): 0
damage(53,52): 2
damage(53,53): 1
damage(53,54): 0
damage(53,55): 1
damage(53,56): 2
damage(53,57): 0
damage(53,58): 1
damage(53,59): 0
damage(53,60): 2
damage(53,61): 0
damage(53,62): 1
damage(53,63): 1
damage(53,64): 1
damage(53,65): 1
damage(53,66): 0
damage(53,67): 1
damage(53,68): 0
damage(53,69): 2
damage(53,70): 0
damage(53,71): 0
damage(53,72): 1
damage(53,73): 2
damage(53,74): 1
damage(53,75): 2
damage(53,76): 1
damage(53,77): 0
damage(53,78): 1
damage(53,79): 1
damage(53,80): 0
damage(53,81): 0
damage(53,82): 1
damage(53,83): 2
damage(53,84): 2
damage(53,85): 2
damage(53,86): 1
damage(53,87): 2
damage(53,88): 1
damage(53,89): 0
damage(53,90): 2
damage(53,91): 1
damage(53,92): 0
damage(53,93): 1
damage(53,94): 0
damage(53,95): 0
damage(53,96): 0
damage(53,97): 1
damage(53,98): 1
damage(53,99): 0
damage(54,0): 0
damage(54,1): 2
damage(54,2): 1
damage(54,3): 1
damage(54,4): 2
damage(54,5): 2
damage(54,6): 0
damage(54,7): 1
damage(54,8): 0
damage(54,9): 0
damage(54,10): 2
damage(54,11): 0
damage(54,12): 1
damage(54,13): 2
damage(54,14): 2
damage(54,15): 0
damage(54,16): 2
damage(54,17): 1
damage(54,18): 2
damage(54,19): 0
damage(54,20): 2
damage(54,21): 1
damage(54,22): 2
damage(54,23): 0
damage(54,24): 0
damage(54,25): 2
damage(54,26): 0
damage(54,27): 1
damage(54,28): 1
damage(54,29): 0
damage(54,30): 2
damage(54,31): 1
damage(54,32): 2
damage(54,33): 0
damage(54,34): 0
damage(54,35): 2
damage(54,36): 0
damage(54,37): 1
damage(54,38): 0
damage(54,39): 0
damage(54,40): 2
damage(54,41): 1
damage(54,42): 1
damage(54,43): 0
damage(54,44): 0
damage(54,45): 1
damage(54,46): 0
damage(54,47): 2
damage(54,48): 1
damage(54,49): 0
damage(54,50): 1
damage(54,51): 0
damage(54,52): 0
damage(54,53): 0
damage(54,54): 1
damage(54,55): 1
damage(54,56): 0
damage(54,57): 0
damage(54,58): 2
damage(54,59): 1
damage(54,60): 0
damage(54,61): 1
damage(54,62): 0
damage(54,63): 0
damage(54,64): 1
damage(54,65): 1
damage(54,66): 0
damage(54,67): 2
damage(54,68): 2
damage(54,69): 0
damage(54,70): 0
